arch,increment,origin,seed,RMSE,MAE,n_windows,n_artifact,RMSE_clean,MAE_clean,growth_max,growth_p99,growth_min
persistence,base,0.55,-1,26.882223151529477,13.312745098039215,68,0,26.882223151529477,13.312745098039215,,,
persistence,base,0.7,-1,38.88532915547214,17.15627450980392,68,0,38.88532915547214,17.15627450980392,,,
persistence,base,0.85,-1,68.6183948926748,16.696666666666665,68,6,22.79547681977414,9.18774193548387,,,
A3TGCN,base,0.55,0,27.854536056518555,13.749886512756348,68,0,27.854536056518555,13.749886512756348,0.09611129760742188,0.09596522808074952,-0.3377563953399658
A3TGCN,base,0.55,1,26.930025100708008,13.413201332092285,68,0,26.930025100708008,13.413201332092285,0.11736126230389665,0.11714370165967833,-0.06773936748504639
A3TGCN,base,0.55,2,27.038480758666992,13.30453109741211,68,0,27.038480758666992,13.30453109741211,0.13451051712036133,0.11468793749809268,-0.0789027214050293
A3TGCN,base,0.7,0,37.65135955810547,16.330350875854492,68,0,37.65135955810547,16.330350875854492,0.1048579216003418,0.07972470521926882,-0.09364175796508789
A3TGCN,base,0.7,1,37.67628860473633,16.363557815551758,68,0,37.67628860473633,16.363557815551758,0.08167028427124023,0.07689249108047778,-0.1006899111020152
A3TGCN,base,0.7,2,37.63233184814453,16.4303035736084,68,0,37.63233184814453,16.4303035736084,0.1224966049194336,0.1117027044296265,-0.05642557144165039
A3TGCN,base,0.85,0,67.99895477294922,16.533058166503906,68,6,22.153282165527344,9.088769912719727,0.06466221809387207,0.04958782911300661,-0.04758644104003906
A3TGCN,base,0.85,1,67.91273498535156,16.515356063842773,68,6,22.15302276611328,9.082723617553711,0.05570220947265625,0.05333370447158814,-0.03966688860515699
A3TGCN,base,0.85,2,67.30558013916016,16.440568923950195,68,6,22.10920524597168,9.083168983459473,0.06176375970244408,0.05384172389717395,-0.04872631777385816
A3TGCN,envelope,0.55,0,27.854536056518555,13.749886512756348,68,0,27.854536056518555,13.749886512756348,0.09611129760742188,0.09596522808074952,-0.3377563953399658
A3TGCN,envelope,0.55,1,26.930025100708008,13.413201332092285,68,0,26.930025100708008,13.413201332092285,0.11736126230389665,0.11714370165967833,-0.06773936748504639
A3TGCN,envelope,0.55,2,27.038480758666992,13.30453109741211,68,0,27.038480758666992,13.30453109741211,0.13451051712036133,0.11468793749809268,-0.0789027214050293
A3TGCN,envelope,0.7,0,37.65135955810547,16.330350875854492,68,0,37.65135955810547,16.330350875854492,0.1048579216003418,0.07972470521926882,-0.09364175796508789
